"","MSDH_LINKED_ID_VALIDATOR","MSDH_INDIVIDUAL_SPECIES_CNT","MSTR_MACRO_SPECIES_ID"
"90","13-PATS-0.5_20180705_1_4",3,"undetermined_enchytraeidae"
"91","13-PATS-0.5_20180705_1_4",6,"nais_bretscheri"
"92","13-PATS-1.3_20180705_1_1",28,"hydropsyche_betteni"
"93","13-PATS-1.3_20180705_1_1",3,"undetermined_hydropsychidae"
"94","13-PATS-1.3_20180705_1_1",1,"stenelmis_crenata"
"95","13-PATS-1.3_20180705_1_1",4,"stenelmis_sp."
"96","13-PATS-1.3_20180705_1_1",1,"antocha_sp."
"97","13-PATS-1.3_20180705_1_1",1,"polypedilum_illinoense"
"98","13-PATS-1.3_20180705_1_1",1,"rheocricotopus_robacki"
"99","13-PATS-1.3_20180705_1_1",1,"paratanytarsus_sp."
"100","13-PATS-1.3_20180705_1_1",14,"diamesa_sp."
"101","13-PATS-1.3_20180705_1_1",1,"pagastia_orthogonia"
"102","13-PATS-1.3_20180705_1_1",4,"crangonyx_sp."
"103","13-PATS-1.3_20180705_1_1",20,"gammarus_sp."
"104","13-PATS-1.3_20180705_1_1",1,"undetermined_cambaridae"
"105","13-PATS-1.3_20180705_1_1",1,"dugesia_sp."
"106","13-PATS-1.3_20180705_1_1",1,"undetermined_turbellaria"
"107","13-PATS-1.3_20180705_1_1",2,"undetermined_lumbricina"
"108","13-PATS-1.3_20180705_1_1",1,"undetermined_enchytraeidae"
"109","13-PATS-1.3_20180705_1_1",1,"undet._tubificidae_w/_cap._setae"
"110","13-PATS-1.3_20180705_1_1",7,"undet._tubificidae_w/o_cap._setae"
"111","13-PATS-1.3_20180705_1_1",6,"nais_bretscheri"
"112","13-PATS-1.3_20180705_1_1",1,"nais_sp."
"113","13-PATS-1.3_20180705_1_2",16,"hydropsyche_betteni"
"114","13-PATS-1.3_20180705_1_2",2,"undetermined_hydropsychidae"
"115","13-PATS-1.3_20180705_1_2",1,"stenelmis_crenata"
"116","13-PATS-1.3_20180705_1_2",3,"stenelmis_sp."
"117","13-PATS-1.3_20180705_1_2",1,"antocha_sp."
"118","13-PATS-1.3_20180705_1_2",1,"brillia_sp."
"119","13-PATS-1.3_20180705_1_2",14,"diamesa_sp."
"120","13-PATS-1.3_20180705_1_2",1,"undetermined_pisidiidae"
"121","13-PATS-1.3_20180705_1_2",2,"caecidotea_sp."
"122","13-PATS-1.3_20180705_1_2",3,"crangonyx_sp."
"123","13-PATS-1.3_20180705_1_2",37,"gammarus_sp."
"124","13-PATS-1.3_20180705_1_2",4,"undetermined_cambaridae"
"125","13-PATS-1.3_20180705_1_2",1,"undetermined_turbellaria"
"126","13-PATS-1.3_20180705_1_2",2,"undetermined_lumbricina"
"127","13-PATS-1.3_20180705_1_2",6,"nais_bretscheri"
"128","13-PATS-1.3_20180705_1_2",6,"nais_sp."
"129","13-PATS-1.3_20180705_1_3",16,"hydropsyche_betteni"
"130","13-PATS-1.3_20180705_1_3",1,"diplectrona_sp."
"131","13-PATS-1.3_20180705_1_3",1,"undetermined_hydropsychidae"
"132","13-PATS-1.3_20180705_1_3",1,"stenelmis_crenata"
"133","13-PATS-1.3_20180705_1_3",6,"stenelmis_sp."
"134","13-PATS-1.3_20180705_1_3",7,"antocha_sp."
"135","13-PATS-1.3_20180705_1_3",1,"undetermined_ceratopogonidae"
"136","13-PATS-1.3_20180705_1_3",1,"procladius_sp."
"137","13-PATS-1.3_20180705_1_3",2,"thienemannimyia_gr._spp."
"138","13-PATS-1.3_20180705_1_3",1,"polypedilum_scalaenum_gr."
"139","13-PATS-1.3_20180705_1_3",9,"diamesa_sp."
"140","13-PATS-1.3_20180705_1_3",1,"boyeria_sp."
"141","13-PATS-1.3_20180705_1_3",1,"caecidotea_racovitzai"
"142","13-PATS-1.3_20180705_1_3",3,"caecidotea_sp."
"143","13-PATS-1.3_20180705_1_3",24,"gammarus_sp."
"144","13-PATS-1.3_20180705_1_3",3,"undetermined_cambaridae"
"145","13-PATS-1.3_20180705_1_3",1,"prostoma_graecense"
"146","13-PATS-1.3_20180705_1_3",3,"undetermined_turbellaria"
"147","13-PATS-1.3_20180705_1_3",10,"undetermined_lumbricina"
"148","13-PATS-1.3_20180705_1_3",4,"nais_bretscheri"
"149","13-PATS-1.3_20180705_1_3",4,"nais_sp."
"150","13-PATS-1.3_20180705_1_4",21,"hydropsyche_betteni"
"151","13-PATS-1.3_20180705_1_4",1,"undetermined_hydropsychidae"
"152","13-PATS-1.3_20180705_1_4",2,"stenelmis_crenata"
"153","13-PATS-1.3_20180705_1_4",2,"stenelmis_sp."
"154","13-PATS-1.3_20180705_1_4",5,"antocha_sp."
"155","13-PATS-1.3_20180705_1_4",1,"rheocricotopus_robacki"
"156","13-PATS-1.3_20180705_1_4",4,"thienemannimyia_gr._spp."
"157","13-PATS-1.3_20180705_1_4",15,"diamesa_sp."
"158","13-PATS-1.3_20180705_1_4",3,"caecidotea_sp."
"159","13-PATS-1.3_20180705_1_4",2,"crangonyx_sp."
"160","13-PATS-1.3_20180705_1_4",22,"gammarus_sp."
"161","13-PATS-1.3_20180705_1_4",3,"undetermined_cambaridae"
"162","13-PATS-1.3_20180705_1_4",2,"undetermined_nemertea"
"163","13-PATS-1.3_20180705_1_4",1,"undetermined_turbellaria"
"164","13-PATS-1.3_20180705_1_4",3,"undetermined_lumbricina"
"165","13-PATS-1.3_20180705_1_4",1,"undetermined_enchytraeidae"
"166","13-PATS-1.3_20180705_1_4",2,"undet._tubificidae_w/o_cap._setae"
"167","13-PATS-1.3_20180705_1_4",4,"nais_bretscheri"
"168","13-PATS-1.3_20180705_1_4",6,"nais_sp."
"169","13-PATS-1.8_20180705_1_1",1,"chimarra_aterrima?"
"170","13-PATS-1.8_20180705_1_1",11,"hydropsyche_betteni"
"171","13-PATS-1.8_20180705_1_1",1,"hydroptila_sp."
"172","13-PATS-1.8_20180705_1_1",26,"ceratopsyche_sparna"
"173","13-PATS-1.8_20180705_1_1",1,"stenelmis_sp."
"174","13-PATS-1.8_20180705_1_1",3,"antocha_sp."
"175","13-PATS-1.8_20180705_1_1",2,"hemerodromia_sp."
"176","13-PATS-1.8_20180705_1_1",2,"cricotopus_bicinctus"
"177","13-PATS-1.8_20180705_1_1",1,"paratanytarsus_sp."
"178","13-PATS-1.8_20180705_1_1",4,"cricotopus_sp."
"179","13-PATS-1.8_20180705_1_1",2,"thienemannimyia_gr._spp."
"180","13-PATS-1.8_20180705_1_1",2,"rheocricotopus_robacki"
"181","13-PATS-1.8_20180705_1_1",1,"paraphaenocladius_sp."
"182","13-PATS-1.8_20180705_1_1",2,"tanytarsus_sp."
"183","13-PATS-1.8_20180705_1_1",3,"cardiocladius_obscurus"
"184","13-PATS-1.8_20180705_1_1",3,"cricotopus_trifascia_gr."
"185","13-PATS-1.8_20180705_1_1",1,"rheocricotopus_robacki"
"186","13-PATS-1.8_20180705_1_1",1,"limnophyes_sp."
"187","13-PATS-1.8_20180705_1_1",5,"diamesa_sp."
"188","13-PATS-1.8_20180705_1_1",13,"gammarus_fasciatus"
"189","13-PATS-1.8_20180705_1_1",2,"caecidotea_sp."
"190","13-PATS-1.8_20180705_1_1",4,"orconectes_sp."
"191","13-PATS-1.8_20180705_1_1",5,"undetermined_enchytraeidae"
"192","13-PATS-1.8_20180705_1_1",4,"undetermined_naididae"
"193","13-PATS-1.8_20180705_1_2",7,"hydropsyche_betteni"
"194","13-PATS-1.8_20180705_1_2",17,"ceratopsyche_sparna"
"195","13-PATS-1.8_20180705_1_2",6,"antocha_sp."
"196","13-PATS-1.8_20180705_1_2",17,"cricotopus_sp."
"197","13-PATS-1.8_20180705_1_2",4,"cricotopus_bicinctus"
"198","13-PATS-1.8_20180705_1_2",4,"tanytarsus_glabrescens_gr."
"199","13-PATS-1.8_20180705_1_2",6,"cricotopus_trifascia_gr."
"200","13-PATS-1.8_20180705_1_2",4,"cardiocladius_obscurus"
"201","13-PATS-1.8_20180705_1_2",1,"cryptochironomus_sp."
"202","13-PATS-1.8_20180705_1_2",5,"diamesa_sp."
"203","13-PATS-1.8_20180705_1_2",1,"rheocricotopus_robacki"
"204","13-PATS-1.8_20180705_1_2",1,"thienemannimyia_gr._spp."
"205","13-PATS-1.8_20180705_1_2",1,"caecidotea_communis"
"206","13-PATS-1.8_20180705_1_2",19,"gammarus_sp."
"207","13-PATS-1.8_20180705_1_2",2,"undetermined_enchytraeidae"
"208","13-PATS-1.8_20180705_1_2",5,"undetermined_naididae"
"209","13-PATS-1.8_20180705_1_3",7,"hydropsyche_betteni"
"210","13-PATS-1.8_20180705_1_3",38,"hydropsyche_sp."
"211","13-PATS-1.8_20180705_1_3",3,"hydroptila_sp."
"212","13-PATS-1.8_20180705_1_3",3,"stenelmis_sp."
"213","13-PATS-1.8_20180705_1_3",2,"antocha_sp."
"214","13-PATS-1.8_20180705_1_3",9,"cricotopus_bicinctus"
"215","13-PATS-1.8_20180705_1_3",1,"eukiefferiella_brehmi_gr."
"216","13-PATS-1.8_20180705_1_3",2,"rheocricotopus_robacki"
"217","13-PATS-1.8_20180705_1_3",5,"cricotopus_sp."
"218","13-PATS-1.8_20180705_1_3",2,"polypedilum_illinoense"
"219","13-PATS-1.8_20180705_1_3",1,"thienemannimyia_gr._spp."
"220","13-PATS-1.8_20180705_1_3",5,"diamesa_sp."
"221","13-PATS-1.8_20180705_1_3",2,"cardiocladius_obscurus"
"222","13-PATS-1.8_20180705_1_3",1,"tanytarsus_glabrescens_gr."
"223","13-PATS-1.8_20180705_1_3",2,"caecidotea_racovitzai"
"224","13-PATS-1.8_20180705_1_3",8,"gammarus_fasciatus"
"225","13-PATS-1.8_20180705_1_3",1,"prostoma_graecense"
"226","13-PATS-1.8_20180705_1_3",1,"undetermined_lumbricina"
"227","13-PATS-1.8_20180705_1_3",4,"nais_sp."
"228","13-PATS-1.8_20180705_1_3",2,"undetermined_enchytraeidae"
"229","13-PATS-1.8_20180705_1_3",1,"undetermined_naididae"
"230","13-PATS-1.8_20180705_1_4",17,"hydropsyche_betteni"
"231","13-PATS-1.8_20180705_1_4",35,"hydropsyche_scalaris"
"232","13-PATS-1.8_20180705_1_4",1,"hydroptila_sp."
"233","13-PATS-1.8_20180705_1_4",5,"antocha_sp."
"234","13-PATS-1.8_20180705_1_4",3,"cricotopus_trifascia_gr."
"235","13-PATS-1.8_20180705_1_4",5,"cricotopus_sp."
"236","13-PATS-1.8_20180705_1_4",1,"polypedilum_scalaenum_gr."
"237","13-PATS-1.8_20180705_1_4",9,"cricotopus_bicinctus"
"238","13-PATS-1.8_20180705_1_4",3,"rheocricotopus_robacki"
"239","13-PATS-1.8_20180705_1_4",1,"thienemannimyia_gr._spp."
"240","13-PATS-1.8_20180705_1_4",3,"diamesa_sp."
"241","13-PATS-1.8_20180705_1_4",9,"gammarus_fasciatus"
"242","13-PATS-1.8_20180705_1_4",3,"dugesia_tigrina"
"243","13-PATS-1.8_20180705_1_4",2,"undetermined_lumbricina"
"244","13-PATS-1.8_20180705_1_4",3,"undetermined_naididae"
